block,trial_number,dots_direction,response_key,response_correct,opposite_strenght,opposite_label,step,signal_prop
0,0,0.0,right,True,0.05,low,0,0.925
0,1,0.0,left,False,0.15,high,0,0.8250000000000001
0,2,180.0,left,True,0.05,low,0,0.925
0,3,180.0,right,False,0.15,high,0,0.8250000000000001
0,4,180.0,left,True,0.05,low,2,0.8750000000000001
